Epoch,MFU,Greedy,TemPo,RoundRobin,Alternation
0,35.8389,35.7732,35.8389,36.6396,26.769199999999998
1,91.77333,63.7115,91.80733000000001,90.93229,53.7759
2,91.95561000000001,36.1997,91.9377,64.0933,26.9298
3,91.82841,43.0322,91.77573,36.5925,27.417699999999996
4,92.39637,53.03,92.07626,64.98089999999999,54.5278
5,92.98753,53.693,92.74311,64.61189999999999,26.383799999999994
6,94.03104,54.2349,93.5584,63.3242,53.6186
7,94.29892,53.9988,87.08377,64.6271,26.3703
8,93.47658,53.604,70.9157,65.8956,27.529600000000002
9,65.8612,53.7902,56.2268,65.3852,27.378100000000003
10,65.7727,54.0958,56.412,64.8835,27.648700000000005
11,65.6284,53.4903,61.9501,53.3328,27.2115
12,66.4144,54.4537,61.8894,65.5446,27.5283
13,65.4816,56.783,68.4659,64.9631,27.373999999999995
14,66.4963,43.8231,66.4174,65.3544,27.4602
15,65.7017,54.1266,72.6615,38.227,26.959000000000003
16,65.5139,54.1384,62.0957,66.4082,27.8258
17,66.0483,53.4656,62.7226,65.8163,27.335800000000006
18,66.77629999999999,53.7926,66.801,65.1043,27.8502
19,65.04339999999999,54.3924,62.793,38.5443,27.335400000000007
20,65.6585,53.7153,65.6259,63.6718,28.3044
21,66.2077,50.2851,58.5734,66.669,42.5102
22,65.6252,51.2398,59.0448,66.0201,27.678799999999995
23,66.0989,50.7723,65.0937,65.824,27.114500000000007
24,65.6039,50.2963,60.0575,66.1273,27.742599999999996
25,65.3304,50.8267,66.9724,66.0132,27.527900000000002
26,65.745,50.6772,68.8698,65.3382,28.0154
27,58.099,58.3557,67.608,65.7624,28.114900000000006
28,57.8011,64.2984,65.7344,65.505,28.156599999999997
29,58.1449,85.6104,51.0141,66.0013,42.1656
30,62.4563,92.60801000000001,48.1814,65.4778,54.5833
31,73.7815,93.07401,57.6328,65.51859999999999,42.5316
32,73.8665,64.596,64.566,66.0098,52.8642
33,63.4214,65.0736,58.4639,64.776,26.709400000000002
34,55.3499,55.2706,71.3653,65.5642,27.790300000000002
35,58.4441,55.5055,63.6014,65.5238,52.9691
36,59.5837,54.6122,58.4892,65.0989,27.3129
37,59.5706,55.9945,54.15,65.4415,52.4951
38,54.8178,59.7507,53.9981,65.3536,27.370999999999995
39,56.1535,68.0103,53.7449,65.6975,27.3228
40,60.1544,79.1533,52.1248,65.4935,27.857699999999994
41,74.2902,67.1187,66.6757,65.4476,27.151200000000003
42,77.7453,67.5381,69.8927,65.371,27.685699999999997
43,62.882,61.5123,63.9052,65.1602,27.789500000000004
44,59.8312,45.8004,61.723,64.8642,27.618300000000005
45,57.7742,45.7681,53.9631,65.0361,27.8095
46,55.0765,48.4126,59.8902,64.2463,27.932500000000005
47,47.8324,53.1193,51.3374,66.12950000000001,27.275400000000005
48,46.1062,63.6674,46.7542,65.2321,28.2868
49,50.4183,69.655,50.1501,64.5633,27.642799999999994
50,57.6012,70.3747,66.0034,66.0925,27.929299999999998
51,66.4276,61.056,45.1637,65.2901,27.326300000000003
52,77.8474,45.6839,39.4163,64.9735,54.9611
53,53.7061,45.4229,58.4209,65.2787,27.0214
54,50.2002,47.9983,58.3836,65.6543,29.130499999999998
55,49.664,49.2147,67.6077,65.6608,27.470299999999995
56,45.5771,59.3563,52.4399,63.8466,27.8848
57,48.8489,63.712,40.4655,66.1917,27.9384
58,54.1635,68.6125,52.9649,65.312,28.007999999999996
59,64.6287,69.2496,57.8052,65.2616,27.429000000000002
60,76.469,53.4695,69.5338,65.2641,28.305499999999995
61,76.9259,45.305,57.4732,64.62010000000001,42.6777
62,55.035,48.5349,56.6331,65.8206,28.301500000000004
63,55.6379,50.3241,46.3658,65.83109999999999,27.898300000000006
64,45.9539,49.8329,44.4546,64.9948,28.117999999999995
65,45.4187,58.3349,51.7325,64.8011,42.563
66,45.3464,69.19290000000001,51.6658,65.1788,27.881
67,16.1117,69.3045,63.621,66.07339999999999,27.277500000000003
68,38.4127,44.2635,68.80420000000001,65.0562,28.245000000000005
69,38.3289,35.6133,49.8376,65.0572,27.270399999999995
70,46.3091,39.6008,40.2413,65.5937,28.703199999999995
71,45.5003,43.471,57.6237,65.5243,27.7813
72,45.6153,49.0036,57.5942,52.6542,28.506200000000007
73,45.591,57.5504,49.4896,39.6229,27.9846
74,45.6666,53.8025,38.9673,52.0755,28.5017
75,45.7336,51.9378,31.195300000000003,51.583,42.71
76,45.3649,43.1018,38.8349,37.6364,28.296999999999997
77,45.5463,35.1528,39.3505,38.8267,27.9829
78,45.4774,37.6481,45.6824,38.2139,28.017700000000005
79,45.5976,37.5327,45.6066,63.8346,27.4889
80,45.7953,42.6838,45.4927,37.4642,28.502300000000005
81,45.6118,44.4138,45.7242,38.6683,27.4088
82,45.4923,43.2723,45.6424,38.0753,28.524600000000007
83,45.4239,40.2813,45.5637,64.6828,27.8502
84,45.6357,40.2732,45.5415,37.3592,42.9146
85,45.7054,35.26,45.4942,38.5499,27.870400000000004
86,45.5818,42.6978,45.6735,37.969,28.042500000000004
87,45.5386,42.776,45.6638,63.8784,28.0736
88,45.3576,49.6208,45.5554,37.2791,28.053399999999996
89,45.3318,49.4617,45.499,38.4756,27.9717
90,45.7555,49.7007,45.456,37.9075,28.105099999999993
91,45.7704,45.3651,45.4953,64.7146,54.3973
92,45.567,45.2366,45.6525,37.2269,27.862099999999998
93,45.4303,45.4138,45.5872,38.406,27.7765
94,45.3705,45.5137,45.6937,37.8464,39.2609
95,45.5064,45.4645,45.5013,64.4787,27.2855
96,45.5677,45.389,36.1364,37.1878,28.2915
97,45.4754,45.5381,25.012200000000007,38.3614,27.357600000000005
98,45.5575,45.4684,14.413899999999998,37.8061,28.451300000000003
99,45.5834,45.4779,12.831000000000003,64.4529,28.0723
100,45.5126,45.5166,12.055300000000003,37.1582,28.049599999999998
101,45.6934,36.0741,11.999499999999998,38.3514,27.5038
102,45.4685,32.0893,,37.8007,28.116500000000002
103,45.533,30.8211,,64.3987,42.8895
104,45.4644,30.831000000000003,,37.1416,53.2477
105,45.3072,30.850099999999998,,38.3197,27.155500000000004
106,45.4903,30.838300000000004,,37.7701,28.404600000000002
107,45.31,30.680300000000003,,64.5575,27.350300000000004
108,45.4422,30.661699999999996,,37.1301,28.681399999999996
109,45.3899,15.367099999999994,,38.3111,27.337500000000006
110,36.0004,13.263800000000003,,37.7642,28.305300000000003
111,24.586399999999998,11.931200000000004,,63.9205,27.679299999999998
112,,11.843699999999998,,37.1185,42.775
113,,11.807900000000004,,38.2869,28.1789
114,,11.754999999999995,,37.7431,28.511300000000006
115,,,,64.5127,27.9914
116,,,,37.1151,54.3395
117,,,,38.2999,27.1973
118,,,,37.7562,28.4037
119,,,,63.4654,27.768
120,,,,37.1057,39.6627
121,,,,38.2843,27.303200000000004
122,,,,37.7432,28.471000000000004
123,,,,64.041,42.6426
124,,,,37.1034,28.017700000000005
125,,,,38.2755,27.343599999999995
126,,,,37.7347,28.292500000000004
127,,,,64.2794,52.3444
128,,,,37.1053,27.7941
129,,,,38.2908,27.264399999999995
130,,,,37.7498,28.683999999999997
131,,,,63.5989,27.323899999999995
132,,,,37.1036,28.448300000000003
133,,,,38.2862,27.386899999999997
134,,,,37.7459,28.073300000000003
135,,,,64.5166,27.668899999999994
136,,,,37.1081,44.145
137,,,,38.2835,35.3343
138,,,,37.7434,
139,,,,64.4101,
140,,,,37.1119,
141,,,,38.2957,
142,,,,37.756,
